Sentence,Label
"The avian ear lacks external pinnae but is covered by feathers, although in some birds, such as the Asio, Bubo and Otus owls, these feathers form tufts which resemble ears.",0
"A recent study found that ""the (so-called) Chinese rabbits were introduced from Europe.",0
"This led to the phrase ""the rabbit died"" becoming a euphemism for a positive pregnancy test.Many modern children stories and cartoons portray rabbits as particularly fond of eating carrots.",0
"It is also written that neither cats nor foxes are represented in the water, while every other animal has an incarnation species in the water.",1
Genus Cricetus,0
A Vietnamese mythological story portrays the rabbit of innocence and youthfulness.,0
"The right lung is made up of all four lobes, while the left lung only has two: the cranial and caudal lobes.",0
"Outcrossing between unrelated individuals, including dogs of different breeds, results in the beneficial masking of deleterious recessive mutations in progeny.In a study of seven dog breeds (the Bernese Mountain Dog, Basset Hound, Cairn Terrier, Brittany, German Shepherd Dog, Leonberger, and West Highland White Terrier), it was found that inbreeding decreases litter size and survival.",0
"The Aboriginal Tasmanians, who were separated from Australia before the arrival of dingos on that continent",0
"It walks on the toes, with the bones of the feet making up the lower part of the visible leg.",1
The hind limbs of a rabbit are an exaggerated feature.,0
Feeding,0
Musculature,0
"Some cats, particularly longhaired cats, occasionally regurgitate hairballs of fur that have collected in their stomachs from grooming.",1
"It is estimated that three-quarters of the world's dog population lives in the developing world as feral, village, or community dogs, with pet dogs uncommon.",0
The tail and ears are particularly important social signal mechanisms in cats.,1
"The muscles of rabbit's hind limbs can be classified into four main categories: hamstrings, quadriceps, dorsiflexors, or plantar flexors.",0
Rabbits flopping in front of other rabbits can be meant as a non-aggressive insult.,0
"There are several types of feathers, each serving its own set of purposes.",0
"For dogs in England, increased body weight has been found to be negatively correlated with longevity (i.e., the heavier the dog, the shorter its lifespan), and mixed-breed dogs live on average 1.2 years longer than purebred dogs.",0
This indicates that the dogs were targeted.,0
"Many bird species migrate to take advantage of global differences of seasonal temperatures, therefore optimising availability of food sources and breeding habitat.",0
The length is thought to be related to sperm competition.,0
"Feathers, plumage, and scales",0
"Landbirds have a flight range of around 2,500 km (1,600 mi) and shorebirds can fly up to 4,000 km (2,500 mi), although the bar-tailed godwit is capable of non-stop flights of up to 10,200 km (6,300 mi).",0
: 47,1
"Nonetheless, they are subject to occasional tooth loss and infection.",1
"The other route was probably via Paleocene land bridges between South American and North America, which allowed for the rapid expansion and diversification of Neornithes into the Holarctic and Paleotropics.",0
The study of birds is called ornithology.,0
"Queens normally reach sexual maturity at 5–10 months, and males at 5–7 months.",1
"Water birds have special flexible lenses, allowing accommodation for vision in air and water.",0
"Columbia University Press, New York.",0
Scientific American.,1
Studies suggesting that there are benefits to physical health and psychological well-being have been criticized for being poorly controlled.,0
This allows them to produce their hopping form of locomotion.,0
Recent research has shown that cats have socio-spatial cognitive abilities to create mental maps of owners' locations based on hearing owners' voices.,1
The first litter is usually smaller than subsequent litters.,1
Dogs commonly mark their territories by scent-marking them by urinating on them.,0
See also,0
"Because of dogs' overpopulation in some countries, many animal control agencies, such as the American Society for the Prevention of Cruelty to Animals (ASPCA), advise that dogs not intended for further breeding should be neutered, so that they do not have undesired puppies that may later be euthanized.",0
"They may extend their claws in hunting or self-defense, climbing, kneading, or for extra traction on soft surfaces.",1
"In the Victorian era, directed human selection developed the modern dog breeds, which resulted in a vast range of phenotypes.",0
The genus Felis genetically diverged from other Felidae around 6 to 7 million years ago.,1
Indigenous peoples of the central Andes maintain legends of birds passing to and from metaphysical worlds.,0
Birds also bathe in water or dust themselves.,0
Organisation,0
"Feathers require maintenance and birds preen or groom them daily, spending an average of around 9% of their daily time on this.",0
Hamsters do best with fruits that do not have citrus in them and most green leafy vegetables.,0
Dogs generally show reduced fear and aggression compared with wolves.,0
Ferality,1
"Data on the reproductive capacity of more than 2,300 free-ranging queens were collected during a study between May 1998 and October 2000.",1
Population,0
"RHDV2 was detected for the first time in Washington state, US in May 2022 and then in August once in Washington and twice in Oregon.",0
Others are the mouse-like hamsters (Calomyscus spp.,0
"A rabbit might do quick, rapid multiple binkies in one session.",0
Birds produce offspring by laying eggs which are fertilised through sexual reproduction.,0
"However this is a myth as wild rabbits do not naturally seek out carrot over other plants, and in fact eating too much carrot is harmful for them, because of its high sugar content.",0
"In Central Africa, the common hare (Kalulu), is ""inevitably described"" as a trickster figure.",0
"One of the companions of Muhammad was known as Abu Hurayrah (""father of the kitten""), in reference to his documented affection to cats.",1
The extinct Xenicibis was unique in having an elongate forelimb and massive hand which likely functioned in combat or defence as a jointed club or flail.,0
One study indicated that wheelchair users experience more positive social interactions with strangers when accompanied by a dog than when they are not.,0
"This behavior mimics hunting and is important in helping kittens learn to stalk, capture, and kill prey.",1
Untreated toxocariasis can cause retinal damage and decreased vision.,0
Reproduction,0
Dogs: Their Fossil Relatives and Evolutionary History.,0
Large pupils are an adaptation to dim light.,1
Biology,0
"The hamster tail can be difficult to see, as it is usually not very long (about 1⁄6 the length of the body), with the exception of the Chinese hamster, which has a tail the same length as the body.",0
One study suggests that dogs can feel Earth's magnetic field.,0
Polygamous breeding systems arise when females are able to raise broods without the help of males.,0
 Data related to Cat at Wikispecies,1
the first dinosaurs closer to living birds than to Tyrannosaurus rex.,0
Coats,1
See also,0
"Birds have featured in culture and art since prehistoric times, when they were represented in early cave painting and carvings.",0
"Rabbit fur, prized for its softness, can be found in a broad range of coat colors and patterns, as well as lengths.",0
"The dog was dated to 14,223 years ago and was found buried along with a man and a woman, all three having been sprayed with red hematite powder and buried under large, thick basalt blocks.",0
References,0
"Birds live and breed in most terrestrial habitats and on all seven continents, reaching their southern extreme in the snow petrel's breeding colonies up to 440 kilometres (270 mi) inland in Antarctica.",0
"The auricle, also known as the pinna, is a rabbit's outer ear.",0
Species C. sokolovi—Sokolov's dwarf hamster,0
Studies of two dogs suggest that dogs can learn by inference and have advanced memory skills.,0
The birds tend to exercise this ability depending upon its position relative to the outside of the flock.,0
Guano (bird excrement) is harvested for use as a fertiliser.,0
"Rabbit habitats include meadows, woods, forests, grasslands, deserts and wetlands.",0
"Also lending credence to this myth is the fact that falling cats often land on their feet, using an instinctive righting reflex to twist their bodies around.",1
Brood parasites,0
"Anthropomorphized rabbits have appeared in film and literature, in Alice's Adventures in Wonderland (the White Rabbit and the March Hare characters), in Watership Down (including the film and television adaptations), in Rabbit Hill (by Robert Lawson), and in the Peter Rabbit stories (by Beatrix Potter).",0
The Cat Expert – cat articles,1
"Among domestic cats, males are more likely to fight than females.",1
Tail,0
The domestic cat has a smaller skull and shorter bones than the European wildcat.,1
Guinea pig,0
Members of that genus are instead known as hares or jackrabbits.,0
"Although once considered rodents, lagomorphs like rabbits have been discovered to have diverged separately and earlier than their rodent cousins and have a number of traits rodents lack, including two extra incisors.",0
"Today, such activities are more common either as hobbies, for entertainment and tourism,Amateur bird enthusiasts (called birdwatchers, twitchers or, more commonly, birders) number in the millions.",0
"Traditionally, this surgery was performed at around six to nine months of age, but it is increasingly being performed before puberty, at about three to six months.",1
"Hares, which have longer legs than cottontail rabbits, are able to move considerably faster.",0
Biodiversity Heritage Library bibliography for Felis catus,1
"While some birds dip into shallow water, more aerial species may make aerial dips into water and arboreal species often make use of dew or rain that collect on leaves.",0
"Domestic cats, especially young kittens, are known for their love of play.",1
"Fritzsche indicated although some species have been observed to show more nocturnal activity than others, they are all primarily crepuscular.In the wild Syrian hamsters can hibernate and allow their body temperature to fall close to ambient temperature.",0
"In the developing world, dogs are typically feral or communally owned, with pet dogs being uncommon.",0
"Also terrestrial birds generally have a single ovary, as does the platypus, an egg-laying mammal.",0
"The discovery of Vegavis from the Maastrichtian, the last stage of the Late Cretaceous proved that the diversification of modern birds started before the Cenozoic era.",0
pp.,0
"Hamsters are omnivores, which means they can eat meat and vegetables.",0
"While it is unclear exactly what function a dewlap performs, pregnant female rabbits will pluck fur from their dewlaps shortly before giving birth to line a nest for their young.",0
"Along with being bipartite, the female rabbit does not go through an estrus cycle, which causes mating induced ovulation.The average female rabbit becomes sexually mature at three to eight months of age and can conceive at any time of the year for the duration of her life.",0
"Syrian hamsters typically live no more than two to three years in captivity, and less in the wild.",0
"Post-nursing cats also often purr as a sign of contentment: when being petted, becoming relaxed, or eating.",1
Birds have one of the most complex respiratory systems of all animal groups.,0
Migration,0
Hamsters are born hairless and blind in a nest the mother will have prepared in advance.,0
Human guardians are significantly less likely to die within one year of an acute myocardial infarction than those who did not own dogs.,0
"Fertilization typically occurs two to five days after ovulation; 14–16 days after ovulation, the embryo attaches to the uterus, and after seven to eight more days, a heartbeat is detectable.Dogs bear their litters roughly 58 to 68 days after fertilization, with an average of 63 days, although the length of gestation can vary.",0
"A few attempts to build a cat census have been made over the years, both through associations or national and international organizations (such as that of the Canadian Federation of Humane Societies) and over the Internet, but such a task does not seem simple to achieve.",1
"Cats are willing to threaten animals larger than them to defend their territory, such as dogs and foxes.",1
It has been estimated that around 2% of dog-related injuries treated in U.K. hospitals are domestic accidents.,0
"These compounds include fructose, citric acid, minerals, and a uniquely high amount of catalase.",0
"Genome of Canis lupus familiaris (version UU_Cfam_GSD_1.0/canFam4), via UCSC Genome Browser",0
"Birds have themselves been deified, as in the case of the common peacock, which is perceived as Mother Earth by the people of southern India.",0
"Kleptoparasitism is thought to be a supplement to food obtained by hunting, rather than a significant part of any species' diet; a study of great frigatebirds stealing from masked boobies estimated that the frigatebirds stole at most 40% of their food and on average stole only 5%.",0
"Although several programs promote pet adoption, less than one-fifth of the owned dogs come from shelters.A study using magnetic resonance imaging (MRI) to compare humans and dogs showed that dogs have the same response to voices and use the same parts of the brain as humans do.",0
Reproductive system,0
"After about 20 to 30 minutes, once the female is finished grooming, the cycle will repeat.",1
Felis catus domesticus was proposed by Johann Christian Polycarp Erxleben in 1777.,1
Water and drinking,0
Birds and Science from the National Audubon Society,0
Senses,0
"In the recovery of ringed robins (Erithacus rubecula) and dunnocks (Prunella modularis) in Britain, 31% of deaths were a result of cat predation.",1
"Many bird populations are declining worldwide, with 1,227 species listed as threatened by BirdLife International and the IUCN in 2009.The most commonly cited human threat to birds is habitat loss.",0
Domestic cats spend the majority of their time in the vicinity of their homes but can range many hundreds of meters from this central point.,1
"Some activists attempted to intercept owners who were on their way to turn in pet hamsters and encourage them to choose adoption instead, which the government subsequently warned would be subject to police action.",0
View the cat genome in Ensembl,1
"In 2015, a study found that pet owners were significantly more likely to get to know people in their neighborhood than non-pet owners.Using dogs and other animals as a part of therapy dates back to the late 18th century, when animals were introduced into mental institutions to help socialize patients with mental disorders.",0
1920.,1
Subfamily Cricetinae,0
"Some species have a mixed system with breeding pairs maintaining territories, while unmated or young birds live in flocks where they secure mates prior to finding territories.Birds sometimes also form associations with non-avian species.",0
"Colourful birds, such as parrots and mynas, are bred in captivity or kept as pets, a practice that has led to the illegal trafficking of some endangered species.",0
"Of 169 kittens, 127 died before they were six months old due to a trauma caused in most cases by dog attacks and road accidents.",1
"In the ancient world, doves were used as symbols of the Mesopotamian goddess Inanna (later known as Ishtar), the Canaanite mother goddess Asherah, and the Greek goddess Aphrodite.",0
"The young of many bird species do not precisely fit into either the precocial or altricial category, having some aspects of each and thus fall somewhere on an ""altricial-precocial spectrum"".",0
"As it speeds up from walking to trotting, its gait changes to a ""diagonal"" gait: The diagonally opposite hind and fore legs move simultaneously.",1
"As of 2017, the domestic cat was the second most popular pet in the United States, with 95.6 million cats owned and around 42 million households owning at least one cat.",1
Behavior,0
Adult domestic cats typically weigh 4–5 kg (8.8–11.0 lb).,1
"The Fuegians, who instead domesticated the Fuegian dog, a different canid species",0
"From there, the air moves into the nasal cavity, also known as the nasopharynx, down through the trachea, through the larynx, and into the lungs.",0
"Smith, Bradley, ed.",0
"In religious images preserved from the Inca and Tiwanaku empires, birds are depicted in the process of transgressing boundaries between earthly and underground spiritual realms.",0
: 11  The extra lumbar and thoracic vertebrae account for the cat's spinal mobility and flexibility.,1
It is thought to be a practice run in case they need to escape from danger.,0
"Buddhism, Christianity, and Judaism have associations with an ancient circular motif called the three rabbits (or ""three hares"").",0
The avian heart also consists of muscular arches that are made up of thick bundles of muscular layers.,0
"Another term for a young rabbit is bunny, though this term is often applied informally (particularly by children) to rabbits generally, especially domestic ones.",0
"Dogs perform many roles for people, such as hunting, herding, pulling loads, protection, assisting police and the military, companionship and aiding disabled individuals.",0
"In birds, however, it is quite common—more so than in any other vertebrate class.",0
Relationship with humans,0
"These breeds possess distinct traits related to morphology, which include body size, skull shape, tail phenotype, fur type and colour.",0
"Like the reptiles, birds are primarily uricotelic, that is, their kidneys extract nitrogenous waste from their bloodstream and excrete it as uric acid, instead of urea or ammonia, through the ureters into the intestine.",0
"The general pattern seen in passerines is that the primaries are replaced outward, secondaries inward, and the tail from centre outward.",0
Genomics,0
"A study of another Border Collie, Chaser, documented his learning and memory capabilities.",0
Behavior,1
Ecology,0
"Courtship feeding, billing and allopreening are commonly performed between partners, generally after the birds have paired and mated.Homosexual behaviour has been observed in males or females in numerous species of birds, including copulation, pair-bonding, and joint parenting of chicks.",0
"They establish territories that vary considerably in size, in one study ranging 7–28 ha (17–69 acres).",1
"Messenger pigeons, used since at least 1 AD, remained important as recently as World War II.",0
"At one extreme, parental care in megapodes ends at hatching; the newly hatched chick digs itself out of the nest mound without parental assistance and can fend for itself immediately.",0
"Since then, it has spread to many states in the US.",0
The entire laboratory and pet populations of Syrian hamsters appear to be descendants of a single brother–sister pairing.,0
The myth is attributed to the natural suppleness and swiftness cats exhibit to escape life-threatening situations.,1
"In some cases, male hamsters can die after being attacked by a female.",0
"The longest-lived rabbit on record, a domesticated European rabbit living in Tasmania, died at age 18.",0
"Hamsters are hindgut fermenters and often eat their own feces (coprophagy) to recover nutrients digested in the hind-gut, but not absorbed.",0
Birds are also preyed upon by a range of mammals including a few avivorous bats.,0
"The strategy used depends on the prey species in the area, with cats waiting in ambush outside burrows, but tending to actively stalk birds.",1
Ornithology,0
"Over a hundred bird species have gone extinct in historical times, although the most dramatic human-caused avian extinctions, eradicating an estimated 750–1800 species, occurred during the human colonisation of Melanesian, Polynesian, and Micronesian islands.",0
Birds are categorised as the biological class Aves in Linnaean taxonomy.,0
"Often, the ears are pointed down and back to avoid damage to the inner ear and potentially listen for any changes behind them while focused forward.",1
"Birds do not have sweat glands, but can lose water directly through the skin, and they may cool themselves by moving to shade, standing in water, panting, increasing their surface area, fluttering their throat or using special behaviours like urohidrosis to cool themselves.",0
"These are vital in feeding, since cats' small molars cannot chew food effectively, and cats are largely incapable of mastication.",1
"Some cats have been observed to purr continuously when chronically ill or in apparent pain.The exact mechanism by which cats purr has long been elusive, but it has been proposed that purring is generated via a series of sudden build-ups and releases of pressure as the glottis is opened and closed, which causes the vocal folds to separate forcefully.",1
Sibley and Ahlquist's Phylogeny and Classification of Birds (1990) is a landmark work on the subject.,0
The wings are more or less developed depending on the species; the only known groups that lost their wings are the extinct moa and elephant birds.,0
"Due to their long association with humans, dogs have expanded to a large number of domestic individuals and gained the ability to thrive on a starch-rich diet that would be inadequate for other canids.The dog has been selectively bred over millennia for various behaviors, sensory capabilities, and physical attributes.",0
Differences from hares,0
Their taste buds possess the receptors needed to detect umami.,1
"If confronted by a potential threat, a rabbit may freeze and observe then warn others in the warren with powerful thumps on the ground.",0
"If breeding hamsters, separation of the pair after mating is recommended, or they will attack each other.",0
"Walter Chandoha made his career photographing cats after his 1949 images of Loco, an especially charming stray taken in, were published around the world.",1
"However, there are ecological and demographic constraints on extra pair matings.",0
"A group of baby rabbits produced from a single mating is referred to as a litter and a group of domestic rabbits living together is sometimes called a herd.The word rabbit itself derives from the Middle English rabet, a borrowing from the Walloon robète, which was a diminutive of the French or Middle Dutch robbe.",0
This can be as high as 40%.Rabbit hemorrhagic disease (RHD) is caused by strains of rabbit hemorrhagic disease virus (RHDV) including type 2 (RHDV2).,0
"The idea of the ""alpha dog"" trying to be dominant is based on a controversial theory about wolf packs.",0
Hampster Dance,0
Longer hind limbs are more capable of producing faster speeds.,0
The encyclopedia of dog breeds.,0
An average litter consists of about six puppies.,0
"Human activity threatens about 1,200 bird species with extinction, though efforts are underway to protect them.",0
"They also have double cones, likely to mediate achromatic vision.",0
Bath: Paragon Books.,0
The domestic cat's hearing is most acute in the range of 500 Hz to 32 kHz.,1
"The best-known species of hamster is the golden or Syrian hamster (Mesocricetus auratus), which is the type most commonly kept as a pet.",0
The genus Mesocricetus also forms a clade.,0
Reproduction,0
"The vast majority of bird species are socially (but not necessarily sexually) monogamous, usually for one breeding season at a time, sometimes for years, and rarely for life.",0
"One of the researchers involved in this research has further claimed, ""I think umami is as important for cats as sweet is for humans"".Cats also have a distinct temperature preference for their food, preferring food with a temperature around 38 °C (100 °F) which is similar to that of a fresh kill; some cats reject cold food (which would signal to the cat that the ""prey"" item is long dead and therefore possibly toxic or decomposing).",1
"Domestic cats were spread throughout much of the rest of the world during the Age of Discovery, as ships' cats were carried on sailing ships to control shipboard rodents and as good-luck charms.Several ancient religions believed cats are exalted souls, companions or guides for humans, that are all-knowing but mute so they cannot influence decisions made by humans.",1
The genes involved in canine obsessive-compulsive disorders led to the detection of four genes in humans' related pathways.The scientific evidence is mixed as to whether a dog's companionship can enhance human physical health and psychological well-being.,0
"Wings, which are modified forelimbs, gave birds the ability to fly, although further evolution has led to the loss of flight in some birds, including ratites, penguins, and diverse endemic island species.",0
"Genetic diversity of these breeds varies between regions, and is lowest in purebred populations, which show more than 20 deleterious genetic disorders.",1
Athletes and models,0
Fights usually consist of grappling and delivering powerful slaps to the face and body with the forepaws as well as bites.,1
"As of 2010, the genome had been sequenced for only two birds, the chicken and the zebra finch.",0
"Although no species are sacred in Islam, cats are revered by Muslims.",1
Ambulation,1
"In 1758, the Swedish botanist and zoologist Carl Linnaeus published in his Systema Naturae, the two-word naming of species (binomial nomenclature).",0
"Domestic and wild cats share a taste receptor gene mutation that keeps their sweet taste buds from binding to sugary molecules, leaving them with no ability to taste sweetness.",1
Health benefits,0
"The breeding season is from April to October in the Northern Hemisphere, with two to five litters of one to 13 young being born after a gestation period of 16 to 23 days.",0
"Most of these dogs live their lives as scavengers and have never been owned by humans, with one study showing their most common response when approached by strangers is to run away (52%) or respond aggressively (11%).",0
: 153,1
"It is also a common misconception that cats like milk/cream, as they tend to avoid sweet food and milk.",1
"In rabbits, the more fibers in a muscle, the more resistant to fatigue.",0
"Cats are often shown in icons of Annunciation and of the Holy Family and, according to Italian folklore, on the same night that Mary gave birth to Jesus, a cat in Bethlehem gave birth to a kitten.",1
"The domestic cat has slit pupils, which allow it to focus bright light without chromatic aberration.",1
The avian visual system is usually highly developed.,0
American Rabbit Breeders Association organization that encourages Cuniculture and promotes all phases of rabbit keeping,0
"Some of the infections of most concern include salmonella, cat-scratch disease and toxoplasmosis.",1
Action pressure from muscles creates force that is then distributed through the skeletal structures.,0
Cats are known for spending considerable amounts of time licking their coats to keep them clean.,1
"This hypothesis is inconsistent with the fact that male cats also bring home prey, despite males having negligible involvement in raising kittens.",1
"Domestic cats use many vocalizations for communication, including purring, trilling, hissing, growling/snarling, grunting, and several different forms of meowing.",1
Hamster shows feature an exhibition of the hamsters participating in the judging.The judging of hamsters usually includes a goal of promoting hamsters which conform to natural or established varieties of hamsters.,0
120.,1
Domestication,0
There are numerous Syrian hamster variations including long-haired varieties and different colors.,0
Nesting sandgrouse and many plovers carry water to their young by wetting their belly feathers.,0
ISBN 978-0-19-929585-2.,0
"The doe will first gather grass for a structure, and an elevation in prolactin shortly before birth will cause her fur to shed that the doe will then use to line the nest, providing insulation for the newborn kits.The mortality rates of embryos are high in rabbits and can be due to infection, trauma, poor nutrition and environmental stress so a high fertility rate is necessary to counter this.",0
Others might also acquire infections from cat feces and parasites exiting the cat's body.,1
Feathers are epidermal growths attached to the skin and arise only in specific tracts of skin called pterylae.,0
"Spaying or castrating dogs is considered a major factor in keeping overpopulation down.Neutering reduces problems caused by hypersexuality, especially in male dogs.",0
Kittens are weaned between six and seven weeks of age.,1
"One limited study of 18 household dogs found that they lacked spatial memory, and were more focused on the ""what"" of a task rather than the ""where"".Dogs demonstrate a theory of mind by engaging in deception.",0
"Binkies more commonly occur in domesticated rabbits living in a comfortable environment.Rabbits mostly use full-body actions, like flopping, to communicate emotion to other rabbits and humans.",0
"The sex of birds is determined by the Z and W sex chromosomes, rather than by the X and Y chromosomes present in mammals.",0
"Rabbits in Australia and New Zealand are considered to be such a pest that land owners are legally obliged to control them.Rabbits are known to be able to catch fire and spread wildfires, but the efficiency and relevance of this method has been doubted by forest experts who contend that a rabbit on fire could move some meters.",0
"Another possible explanation is that height gives the cat a better observation point, allowing it to survey its territory.",1
Species A. curtatus—Mongolian hamster,0
"In addition to their meat, rabbits are used for their wool, fur, and pelts, as well as their nitrogen-rich manure and their high-protein milk.",0
"The bill is used to brush away foreign particles and to apply waxy secretions from the uropygial gland; these secretions protect the feathers' flexibility and act as an antimicrobial agent, inhibiting the growth of feather-degrading bacteria.",0
These migrations vary among the different groups.,0
"The Nubian word may be a loan from Arabic قَطّ‎ qaṭṭ ~ قِطّ qiṭṭ.The forms might also have derived from an ancient Germanic word that was imported into Latin and then into Greek, Syriac, and Arabic.",1
In religion and mythology,0
"Owing to the close similarity between play and hunting, cats prefer to play with objects that resemble prey, such as small furry toys that move rapidly, but rapidly lose interest.",1
During the Roman Empire they were introduced to Corsica and Sardinia before the beginning of the 1st millennium.,1
"All the Birds of the World, Lynx Edicions, 2020.",0
"As scientists have discovered more theropods closely related to birds, the previously clear distinction between non-birds and birds has become blurred.",0
"Birds sometimes use plumage to assess and assert social dominance, to display breeding condition in sexually selected species, or to make threatening displays, as in the sunbittern's mimicry of a large predator to ward off hawks and protect young chicks.",0
"Sharp claws with powerful muscles behind them can lacerate flesh in a scratch that can lead to serious infections.In the U.S., cats and dogs are a factor in more than 86,000 falls each year.",0
View the dog genome Archived 13 December 2013 at the Wayback Machine on Ensembl,0
Incestuous matings by the purple-crowned fairy wren Malurus coronatus result in severe fitness costs due to inbreeding depression (greater than 30% reduction in hatchability of eggs).,0
"On islands, birds can contribute as much as 60% of a cat's diet.",1
"Despite this colonial organization, cats do not have a social survival strategy or a herd behavior, and always hunt alone.Life in proximity to humans and other domestic animals has led to a symbiotic social adaptation in cats, and cats may express great affection toward humans or other animals.",1
Ecology,1
).,0
"The adult female reproductive tract is bipartite, which prevents an embryo from translocating between uteri.",0
"During the Middle Ages, many of Artemis's associations with cats were grafted onto the Virgin Mary.",1
"In the US, feral and free-ranging domestic cats kill an estimated 6.3 – 22.3 billion mammals annually.In Australia one study found feral cats to kill 466 million reptiles per year.",1
"In Aztec mythology, a pantheon of four hundred rabbit gods known as Centzon Totochtin, led by Ometochtli or Two Rabbit, represented fertility, parties, and drunkenness.",0
"Latein für Vogelbeobachter: über 3000 ornithologische Begriffe erklärt und erforscht, aus dem Englischen übersetzt von Susanne Kuhlmannn-Krieg, Verlag DuMont, Köln, ISBN 978-3-8321-9491-8.",0
"In the family Leporidae, the ears are typically longer than they are wide.",0
"Within such groups, one cat is usually dominant over the others.",1
"During the late 1990s, Aves was most commonly defined phylogenetically as all descendants of the most recent common ancestor of modern birds and Archaeopteryx lithographica.",0
"This condition, pica, can threaten their health, depending on the amount and toxicity of the items eaten.Cats hunt small prey, primarily birds and rodents, and are often used as a form of pest control.",1
"Animal population control of cats may be achieved by spaying and neutering, but their proliferation and the abandonment of pets has resulted in large numbers of feral cats worldwide, contributing to the extinction of bird, mammal and reptile species.",1
Gestation and fecundity,0
Diet,0
The dewclaw is proximal to the other claws.,1
Description,0
The figure for the United States was 0.14 kg (0.31 lb) per capita.,0
"Chickens account for much of human poultry consumption, though domesticated turkeys, ducks, and geese are also relatively common.",0
Some strains of rabbit have been bred specifically as research subjects.,0
"Selective breeding, which began in the Middle Ages, has generated a wide variety of rabbit breeds, of which many (since the early 19th century) are also kept as pets.",0
"The South Island piopio, Chatham rail, and the New Zealand merganser are a few from a long list, with the most extreme case being the flightless Lyall's wren, which was driven to extinction only a few years after its discovery.",1
"In contrast with cottontail rabbits, their ears are smaller and shorter, requiring that predators be closer before they can detect them and flee.",0
"Binkies, also more generally called zoomies, in rabbits are characterized by a sudden kick with their hind legs, shaking their heads sideways (usually mid-air), and running around rapidly.",0
"The largest producers of rabbit meat in 1994 were China, Russia, Italy, France, and Spain.",0
Cladogram of modern bird relationships based on Braun & Kimball (2021),0
Skull,1
The skull bones in adults are fused and do not show cranial sutures.,0
"Similar to humans, some dog breeds produce amylase in their saliva and are classified as having a high starch diet.",0
"The avian circulatory system is driven by a four-chambered, myogenic heart contained in a fibrous pericardial sac.",0
"If the cat cannot attack the stimuli, it may direct anger elsewhere by attacking or directing aggression to the nearest cat, dog, human or other being.Domestic cats' scent rubbing behavior toward humans or other cats is thought to be a feline means for social bonding.",1
"How cats are able to right themselves when falling has been investigated as the ""falling cat problem"".",1
Vision,1
"However, its introduction to places where no native felines are present also contributes to the decline of native species.",1
Range,0
Dogs are more likely to leave urine messages when entering a new environment.,0
Behaviour,0
"During nest construction, some species seek out plant matter from plants with parasite-reducing toxins to improve chick survival, and feathers are often used for nest insulation.",0
Hamster wheel,0
Ears,0
"The greater primary coverts are moulted in synchrony with the primary that they overlap.A small number of species, such as ducks and geese, lose all of their flight feathers at once, temporarily becoming flightless.",0
"Though plantigrade at rest, rabbits are on their toes while running, assuming a more digitigrade posture.",0
"Songbirds, parrots, and other species are popular as pets.",0
"Most birds can fly, which distinguishes them from almost all other vertebrate classes.",0
"This comes from interpreting the pattern of dark patches on the moon as a rabbit standing on tiptoes on the left pounding on an usu, a Japanese mortar.",0
"Due to its ability to thrive in almost any terrestrial habitat, it is among the world's most invasive species.",1
The opposite can be seen in rabbits that live in hotter climates; possessing longer ears with a larger surface area helps with dispersion of heat.,0
"Herodotus expressed astonishment at the domestic cats in Egypt, because he had only ever seen wildcats.Ancient Greeks and Romans kept weasels as pets, which were seen as the ideal rodent-killers.",1
Neumann et al.,0
"Rabbits first entered South America relatively recently, as part of the Great American Interchange.",0
"Signs of ingestion can include copious vomiting (e.g., from eating cigar butts) or diarrhea.",0
This mutual relationship between early farmers and tamed cats lasted thousands of years.,1
"Monogamy allows for both paternal care and biparental care, which is especially important for species in which care from both the female and the male parent is required in order to successfully rear a brood.",0
"A unique system is the formation of trios where a third individual is allowed by a breeding pair temporarily into the territory to assist with brood raising thereby leading to higher fitness.Breeding usually involves some form of courtship display, typically performed by the male.",0
"Increasingly stiff tails (especially the outermost half) can be seen in the evolution of maniraptoromorphs, and this process culminated in the appearance of the pygostyle, an ossification of fused tail vertebrae.",0
"An extremely rare infection associated with rabbits-as-food is tularemia (also known as rabbit fever), which may be contracted from an infected rabbit.",0
"They are not naturally found in most of Eurasia, where a number of species of hares are present.",0
Hamsters can be bred after they are three weeks old.,0
"This was done by excluding most groups known only from fossils, and assigning them, instead, to the broader group Avialae, on the principle that a clade based on extant species should be limited to those extant species and their closest extinct relatives.Gauthier and de Queiroz identified four different definitions for the same biological name ""Aves"", which is a problem.",0
Infection,1
Some desert birds can obtain their water needs entirely from moisture in their food.,0
The cat was once partnering with the first dog before the latter broke an oath they had made which resulted in enmity between the descendants of these two animals.,1
"This evidence raises the possibility that the ancestor of all paravians may have been arboreal, have been able to glide, or both.",0
"The rabbit often appears in folklore as the trickster archetype, as he uses his cunning to outwit his enemies.",0
Behavior,0
"Wang, Xiaoming; Tedford, Richard H. (2008).",0
"As members of the upper classes shunned dog meat, it gradually became a social taboo to eat it, even though the general population continued to consume it for centuries afterward.",0
"Rabbits and hares are almost never found to be infected with rabies and have not been known to transmit rabies to humans.Encephalitozoon cuniculi, a microsporidial parasite, is capable of infecting many mammals, including rabbits.",0
Most displays are rather simple and involve some type of song.,0
"Many cats also respond strongly to plants that contain nepetalactone, especially catnip, as they can detect that substance at less than one part per billion.",1
Early evolution,0
Birds navigate during migration using a variety of methods.,0
